"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date","hour"
"2175",2175,2011-04-05,2,0,"Apr",11,0,2,1,"Light Snow-Rain",0.32,0.2879,0.81,0.4478,1,18,19,2011-04-05,11
"2176",2176,2011-04-05,2,0,"Apr",12,0,2,1,"Mist-Cloudy",0.34,0.303,0.71,0.3881,6,32,38,2011-04-05,12
"2177",2177,2011-04-05,2,0,"Apr",13,0,2,1,"Mist-Cloudy",0.36,0.3333,0.63,0.4179,5,51,56,2011-04-05,13
"2178",2178,2011-04-05,2,0,"Apr",14,0,2,1,"Mist-Cloudy",0.36,0.3182,0.57,0.4925,9,67,76,2011-04-05,14
"2179",2179,2011-04-05,2,0,"Apr",15,0,2,1,"Clear-Few clouds",0.4,0.4091,0.46,0.4627,6,62,68,2011-04-05,15
"2180",2180,2011-04-05,2,0,"Apr",16,0,2,1,"Clear-Few clouds",0.38,0.3939,0.46,0.4179,17,113,130,2011-04-05,16
"2181",2181,2011-04-05,2,0,"Apr",17,0,2,1,"Clear-Few clouds",0.42,0.4242,0.38,0.4179,27,246,273,2011-04-05,17
"2182",2182,2011-04-05,2,0,"Apr",18,0,2,1,"Clear-Few clouds",0.38,0.3939,0.4,0.4925,19,248,267,2011-04-05,18
"2183",2183,2011-04-05,2,0,"Apr",19,0,2,1,"Clear-Few clouds",0.36,0.3333,0.43,0.2985,12,148,160,2011-04-05,19
"2184",2184,2011-04-05,2,0,"Apr",20,0,2,1,"Clear-Few clouds",0.34,0.3182,0.46,0.2836,4,87,91,2011-04-05,20
"2185",2185,2011-04-05,2,0,"Apr",21,0,2,1,"Clear-Few clouds",0.34,0.2879,0.46,0.5224,8,81,89,2011-04-05,21
"2186",2186,2011-04-05,2,0,"Apr",22,0,2,1,"Clear-Few clouds",0.32,0.303,0.49,0.2985,3,43,46,2011-04-05,22
"2187",2187,2011-04-05,2,0,"Apr",23,0,2,1,"Clear-Few clouds",0.3,0.2879,0.49,0.2836,3,23,26,2011-04-05,23
"2188",2188,2011-04-06,2,0,"Apr",0,0,3,1,"Clear-Few clouds",0.3,0.3182,0.49,0.1045,0,15,15,2011-04-06,0
"2189",2189,2011-04-06,2,0,"Apr",1,0,3,1,"Clear-Few clouds",0.26,0.2727,0.6,0.1343,0,2,2,2011-04-06,1
"2190",2190,2011-04-06,2,0,"Apr",2,0,3,1,"Clear-Few clouds",0.24,0.2424,0.7,0.1343,0,5,5,2011-04-06,2
"2191",2191,2011-04-06,2,0,"Apr",3,0,3,1,"Clear-Few clouds",0.26,0.2727,0.6,0.1343,0,4,4,2011-04-06,3
"2192",2192,2011-04-06,2,0,"Apr",4,0,3,1,"Clear-Few clouds",0.24,0.2424,0.65,0.1343,0,1,1,2011-04-06,4
"2193",2193,2011-04-06,2,0,"Apr",5,0,3,1,"Clear-Few clouds",0.24,0.2576,0.7,0.1045,1,12,13,2011-04-06,5
"2194",2194,2011-04-06,2,0,"Apr",6,0,3,1,"Clear-Few clouds",0.24,0.2576,0.7,0.1045,4,52,56,2011-04-06,6
"2195",2195,2011-04-06,2,0,"Apr",7,0,3,1,"Clear-Few clouds",0.26,0.2727,0.65,0.1045,3,130,133,2011-04-06,7
"2196",2196,2011-04-06,2,0,"Apr",8,0,3,1,"Clear-Few clouds",0.32,0.303,0.61,0.2239,17,308,325,2011-04-06,8
"2197",2197,2011-04-06,2,0,"Apr",9,0,3,1,"Clear-Few clouds",0.36,0.3333,0.46,0.2537,8,157,165,2011-04-06,9
"2198",2198,2011-04-06,2,0,"Apr",10,0,3,1,"Clear-Few clouds",0.4,0.4091,0.37,0.3881,21,48,69,2011-04-06,10
"2199",2199,2011-04-06,2,0,"Apr",11,0,3,1,"Clear-Few clouds",0.42,0.4242,0.38,0.3881,23,70,93,2011-04-06,11
"2200",2200,2011-04-06,2,0,"Apr",12,0,3,1,"Clear-Few clouds",0.44,0.4394,0.41,0.2537,22,112,134,2011-04-06,12
"2201",2201,2011-04-06,2,0,"Apr",13,0,3,1,"Clear-Few clouds",0.46,0.4545,0.38,0.4925,29,83,112,2011-04-06,13
"2202",2202,2011-04-06,2,0,"Apr",14,0,3,1,"Clear-Few clouds",0.5,0.4848,0.34,0.4179,35,80,115,2011-04-06,14
"2203",2203,2011-04-06,2,0,"Apr",15,0,3,1,"Clear-Few clouds",0.52,0.5,0.32,0.3284,34,83,117,2011-04-06,15
"2204",2204,2011-04-06,2,0,"Apr",16,0,3,1,"Clear-Few clouds",0.54,0.5152,0.28,0.4179,27,142,169,2011-04-06,16
"2205",2205,2011-04-06,2,0,"Apr",17,0,3,1,"Clear-Few clouds",0.52,0.5,0.32,0.4478,53,303,356,2011-04-06,17
"2206",2206,2011-04-06,2,0,"Apr",18,0,3,1,"Clear-Few clouds",0.52,0.5,0.29,0.3582,43,282,325,2011-04-06,18
"2207",2207,2011-04-06,2,0,"Apr",19,0,3,1,"Clear-Few clouds",0.5,0.4848,0.31,0.2985,36,196,232,2011-04-06,19
"2208",2208,2011-04-06,2,0,"Apr",20,0,3,1,"Clear-Few clouds",0.46,0.4545,0.51,0.2239,15,126,141,2011-04-06,20
"2209",2209,2011-04-06,2,0,"Apr",21,0,3,1,"Clear-Few clouds",0.46,0.4545,0.41,0.2836,18,84,102,2011-04-06,21
"2210",2210,2011-04-06,2,0,"Apr",22,0,3,1,"Clear-Few clouds",0.46,0.4545,0.41,0.2836,13,71,84,2011-04-06,22
"2211",2211,2011-04-06,2,0,"Apr",23,0,3,1,"Clear-Few clouds",0.46,0.4545,0.41,0.2985,11,29,40,2011-04-06,23
"2212",2212,2011-04-07,2,0,"Apr",0,0,4,1,"Clear-Few clouds",0.46,0.4545,0.41,0.2836,5,15,20,2011-04-07,0
"2213",2213,2011-04-07,2,0,"Apr",1,0,4,1,"Clear-Few clouds",0.42,0.4242,0.47,0.1343,2,11,13,2011-04-07,1
"2214",2214,2011-04-07,2,0,"Apr",2,0,4,1,"Clear-Few clouds",0.42,0.4242,0.54,0,0,7,7,2011-04-07,2
"2215",2215,2011-04-07,2,0,"Apr",3,0,4,1,"Clear-Few clouds",0.36,0.3485,0.66,0.194,0,3,3,2011-04-07,3
"2216",2216,2011-04-07,2,0,"Apr",4,0,4,1,"Clear-Few clouds",0.34,0.3333,0.76,0.194,0,1,1,2011-04-07,4
"2217",2217,2011-04-07,2,0,"Apr",5,0,4,1,"Clear-Few clouds",0.34,0.3182,0.76,0.2239,0,6,6,2011-04-07,5
"2218",2218,2011-04-07,2,0,"Apr",6,0,4,1,"Clear-Few clouds",0.32,0.303,0.81,0.2537,5,59,64,2011-04-07,6
"2219",2219,2011-04-07,2,0,"Apr",7,0,4,1,"Mist-Cloudy",0.34,0.3333,0.76,0.1642,8,152,160,2011-04-07,7
"2220",2220,2011-04-07,2,0,"Apr",8,0,4,1,"Clear-Few clouds",0.36,0.3485,0.76,0.194,23,291,314,2011-04-07,8
"2221",2221,2011-04-07,2,0,"Apr",9,0,4,1,"Mist-Cloudy",0.4,0.4091,0.66,0.1343,15,155,170,2011-04-07,9
"2222",2222,2011-04-07,2,0,"Apr",10,0,4,1,"Mist-Cloudy",0.42,0.4242,0.67,0.1045,29,66,95,2011-04-07,10
"2223",2223,2011-04-07,2,0,"Apr",11,0,4,1,"Mist-Cloudy",0.46,0.4545,0.55,0,36,86,122,2011-04-07,11
"2224",2224,2011-04-07,2,0,"Apr",12,0,4,1,"Mist-Cloudy",0.46,0.4545,0.55,0,39,114,153,2011-04-07,12
"2225",2225,2011-04-07,2,0,"Apr",13,0,4,1,"Mist-Cloudy",0.52,0.5,0.48,0.0896,36,99,135,2011-04-07,13
"2226",2226,2011-04-07,2,0,"Apr",14,0,4,1,"Clear-Few clouds",0.56,0.5303,0.43,0.0896,46,111,157,2011-04-07,14
"2227",2227,2011-04-07,2,0,"Apr",15,0,4,1,"Clear-Few clouds",0.6,0.6212,0.38,0.1045,27,133,160,2011-04-07,15
"2228",2228,2011-04-07,2,0,"Apr",16,0,4,1,"Clear-Few clouds",0.6,0.6212,0.35,0,52,161,213,2011-04-07,16
"2229",2229,2011-04-07,2,0,"Apr",17,0,4,1,"Clear-Few clouds",0.52,0.5,0.52,0.2836,63,280,343,2011-04-07,17
"2230",2230,2011-04-07,2,0,"Apr",18,0,4,1,"Clear-Few clouds",0.48,0.4697,0.55,0.2537,68,265,333,2011-04-07,18
"2231",2231,2011-04-07,2,0,"Apr",19,0,4,1,"Clear-Few clouds",0.46,0.4545,0.59,0.2985,34,192,226,2011-04-07,19
"2232",2232,2011-04-07,2,0,"Apr",20,0,4,1,"Clear-Few clouds",0.44,0.4394,0.62,0.1642,37,166,203,2011-04-07,20
"2233",2233,2011-04-07,2,0,"Apr",21,0,4,1,"Mist-Cloudy",0.44,0.4394,0.67,0.2836,19,89,108,2011-04-07,21
"2234",2234,2011-04-07,2,0,"Apr",22,0,4,1,"Mist-Cloudy",0.4,0.4091,0.76,0.194,18,63,81,2011-04-07,22
"2235",2235,2011-04-07,2,0,"Apr",23,0,4,1,"Clear-Few clouds",0.38,0.3939,0.76,0.2537,9,45,54,2011-04-07,23
"2236",2236,2011-04-08,2,0,"Apr",0,0,5,1,"Mist-Cloudy",0.36,0.3485,0.76,0.2239,4,21,25,2011-04-08,0
"2237",2237,2011-04-08,2,0,"Apr",1,0,5,1,"Mist-Cloudy",0.34,0.3333,0.76,0.1343,3,6,9,2011-04-08,1
"2238",2238,2011-04-08,2,0,"Apr",2,0,5,1,"Light Snow-Rain",0.34,0.3333,0.76,0.1642,3,10,13,2011-04-08,2
"2239",2239,2011-04-08,2,0,"Apr",3,0,5,1,"Light Snow-Rain",0.34,0.3333,0.76,0.1642,0,1,1,2011-04-08,3
"2240",2240,2011-04-08,2,0,"Apr",4,0,5,1,"Mist-Cloudy",0.34,0.3333,0.86,0.1343,0,1,1,2011-04-08,4
"2241",2241,2011-04-08,2,0,"Apr",5,0,5,1,"Mist-Cloudy",0.32,0.3182,0.87,0.194,1,8,9,2011-04-08,5
"2242",2242,2011-04-08,2,0,"Apr",6,0,5,1,"Mist-Cloudy",0.34,0.3636,0.87,0,2,33,35,2011-04-08,6
"2243",2243,2011-04-08,2,0,"Apr",7,0,5,1,"Light Snow-Rain",0.34,0.3333,0.87,0.1642,4,109,113,2011-04-08,7
"2244",2244,2011-04-08,2,0,"Apr",8,0,5,1,"Light Snow-Rain",0.34,0.3333,0.87,0.1642,13,208,221,2011-04-08,8
"2245",2245,2011-04-08,2,0,"Apr",9,0,5,1,"Mist-Cloudy",0.36,0.3485,0.76,0.194,17,168,185,2011-04-08,9
"2246",2246,2011-04-08,2,0,"Apr",10,0,5,1,"Mist-Cloudy",0.36,0.3333,0.71,0.2836,10,63,73,2011-04-08,10
"2247",2247,2011-04-08,2,0,"Apr",11,0,5,1,"Mist-Cloudy",0.4,0.4091,0.62,0.3881,19,79,98,2011-04-08,11
"2248",2248,2011-04-08,2,0,"Apr",12,0,5,1,"Light Snow-Rain",0.38,0.3939,0.66,0.2239,29,51,80,2011-04-08,12
"2249",2249,2011-04-08,2,0,"Apr",13,0,5,1,"Light Snow-Rain",0.36,0.3333,0.76,0.2836,7,35,42,2011-04-08,13
"2250",2250,2011-04-08,2,0,"Apr",14,0,5,1,"Light Snow-Rain",0.34,0.3182,0.87,0.2239,2,13,15,2011-04-08,14
"2251",2251,2011-04-08,2,0,"Apr",15,0,5,1,"Light Snow-Rain",0.34,0.3182,0.87,0.2239,1,24,25,2011-04-08,15
"2252",2252,2011-04-08,2,0,"Apr",16,0,5,1,"Mist-Cloudy",0.32,0.303,0.93,0.2537,2,58,60,2011-04-08,16
"2253",2253,2011-04-08,2,0,"Apr",17,0,5,1,"Light Snow-Rain",0.32,0.303,0.93,0.2537,10,138,148,2011-04-08,17
"2254",2254,2011-04-08,2,0,"Apr",18,0,5,1,"Light Snow-Rain",0.32,0.303,0.93,0.2537,8,54,62,2011-04-08,18
"2255",2255,2011-04-08,2,0,"Apr",19,0,5,1,"Light Snow-Rain",0.3,0.2727,0.93,0.4179,1,52,53,2011-04-08,19
"2256",2256,2011-04-08,2,0,"Apr",20,0,5,1,"Mist-Cloudy",0.3,0.2727,0.93,0.3284,12,51,63,2011-04-08,20
"2257",2257,2011-04-08,2,0,"Apr",21,0,5,1,"Mist-Cloudy",0.3,0.2879,0.93,0.2537,11,43,54,2011-04-08,21
"2258",2258,2011-04-08,2,0,"Apr",22,0,5,1,"Mist-Cloudy",0.3,0.2727,0.93,0.2985,9,42,51,2011-04-08,22
"2259",2259,2011-04-08,2,0,"Apr",23,0,5,1,"Mist-Cloudy",0.3,0.2879,0.93,0.2239,4,31,35,2011-04-08,23
"2260",2260,2011-04-09,2,0,"Apr",0,0,6,0,"Mist-Cloudy",0.3,0.2879,0.87,0.2239,5,26,31,2011-04-09,0
"2261",2261,2011-04-09,2,0,"Apr",1,0,6,0,"Mist-Cloudy",0.3,0.303,0.87,0.1343,3,17,20,2011-04-09,1
"2262",2262,2011-04-09,2,0,"Apr",2,0,6,0,"Mist-Cloudy",0.32,0.303,0.87,0.2239,2,15,17,2011-04-09,2
"2263",2263,2011-04-09,2,0,"Apr",3,0,6,0,"Light Snow-Rain",0.3,0.2879,1,0.2537,3,11,14,2011-04-09,3
"2264",2264,2011-04-09,2,0,"Apr",4,0,6,0,"Light Snow-Rain",0.3,0.2727,1,0.2537,0,3,3,2011-04-09,4
"2265",2265,2011-04-09,2,0,"Apr",5,0,6,0,"Mist-Cloudy",0.3,0.2879,0.93,0.2239,0,5,5,2011-04-09,5
"2266",2266,2011-04-09,2,0,"Apr",6,0,6,0,"Mist-Cloudy",0.3,0.2879,0.93,0.194,0,13,13,2011-04-09,6
"2267",2267,2011-04-09,2,0,"Apr",7,0,6,0,"Mist-Cloudy",0.3,0.303,0.93,0.1642,8,13,21,2011-04-09,7
"2268",2268,2011-04-09,2,0,"Apr",8,0,6,0,"Mist-Cloudy",0.32,0.303,0.93,0.1642,7,47,54,2011-04-09,8
"2269",2269,2011-04-09,2,0,"Apr",9,0,6,0,"Mist-Cloudy",0.34,0.3485,0.87,0.1045,27,71,98,2011-04-09,9
"2270",2270,2011-04-09,2,0,"Apr",10,0,6,0,"Mist-Cloudy",0.34,0.3333,0.87,0.1343,43,90,133,2011-04-09,10
"2271",2271,2011-04-09,2,0,"Apr",11,0,6,0,"Mist-Cloudy",0.36,0.3636,0.81,0,51,91,142,2011-04-09,11
"2272",2272,2011-04-09,2,0,"Apr",12,0,6,0,"Mist-Cloudy",0.36,0.3485,0.81,0.1343,79,123,202,2011-04-09,12
"2273",2273,2011-04-09,2,0,"Apr",13,0,6,0,"Mist-Cloudy",0.36,0.3788,0.81,0,114,108,222,2011-04-09,13
"2274",2274,2011-04-09,2,0,"Apr",14,0,6,0,"Mist-Cloudy",0.36,0.3485,0.81,0.1343,94,118,212,2011-04-09,14
"2275",2275,2011-04-09,2,0,"Apr",15,0,6,0,"Mist-Cloudy",0.36,0.3788,0.87,0,85,116,201,2011-04-09,15
"2276",2276,2011-04-09,2,0,"Apr",16,0,6,0,"Mist-Cloudy",0.38,0.3939,0.82,0,73,118,191,2011-04-09,16
"2277",2277,2011-04-09,2,0,"Apr",17,0,6,0,"Mist-Cloudy",0.38,0.3939,0.82,0.0896,128,129,257,2011-04-09,17
"2278",2278,2011-04-09,2,0,"Apr",18,0,6,0,"Mist-Cloudy",0.38,0.3939,0.82,0.1045,48,129,177,2011-04-09,18
"2279",2279,2011-04-09,2,0,"Apr",19,0,6,0,"Mist-Cloudy",0.38,0.3939,0.82,0.1343,47,83,130,2011-04-09,19
"2280",2280,2011-04-09,2,0,"Apr",20,0,6,0,"Mist-Cloudy",0.38,0.3939,0.87,0.1642,19,74,93,2011-04-09,20
"2281",2281,2011-04-09,2,0,"Apr",21,0,6,0,"Mist-Cloudy",0.36,0.3485,0.93,0.1343,10,65,75,2011-04-09,21
"2282",2282,2011-04-09,2,0,"Apr",22,0,6,0,"Mist-Cloudy",0.36,0.3485,0.93,0.1343,21,66,87,2011-04-09,22
"2283",2283,2011-04-09,2,0,"Apr",23,0,6,0,"Mist-Cloudy",0.38,0.3939,0.87,0.0896,12,45,57,2011-04-09,23
"2284",2284,2011-04-10,2,0,"Apr",0,0,0,0,"Mist-Cloudy",0.38,0.3939,0.87,0.0896,5,48,53,2011-04-10,0
"2285",2285,2011-04-10,2,0,"Apr",1,0,0,0,"Mist-Cloudy",0.38,0.3939,0.87,0.1343,6,31,37,2011-04-10,1
"2286",2286,2011-04-10,2,0,"Apr",2,0,0,0,"Mist-Cloudy",0.38,0.3939,0.87,0.0896,12,24,36,2011-04-10,2
"2287",2287,2011-04-10,2,0,"Apr",3,0,0,0,"Mist-Cloudy",0.38,0.3939,0.87,0.1343,5,11,16,2011-04-10,3
"2288",2288,2011-04-10,2,0,"Apr",4,0,0,0,"Mist-Cloudy",0.36,0.3636,0.93,0.1045,3,2,5,2011-04-10,4
"2289",2289,2011-04-10,2,0,"Apr",5,0,0,0,"Mist-Cloudy",0.36,0.3636,0.93,0.0896,0,4,4,2011-04-10,5
"2290",2290,2011-04-10,2,0,"Apr",6,0,0,0,"Mist-Cloudy",0.36,0.3636,0.93,0.0896,0,4,4,2011-04-10,6
"2291",2291,2011-04-10,2,0,"Apr",7,0,0,0,"Mist-Cloudy",0.36,0.3636,1,0.0896,3,7,10,2011-04-10,7
"2292",2292,2011-04-10,2,0,"Apr",8,0,0,0,"Mist-Cloudy",0.38,0.3939,0.94,0.0896,17,38,55,2011-04-10,8
"2293",2293,2011-04-10,2,0,"Apr",9,0,0,0,"Mist-Cloudy",0.38,0.3939,0.94,0.1343,31,50,81,2011-04-10,9
"2294",2294,2011-04-10,2,0,"Apr",10,0,0,0,"Mist-Cloudy",0.4,0.4091,0.87,0,69,81,150,2011-04-10,10
"2295",2295,2011-04-10,2,0,"Apr",11,0,0,0,"Mist-Cloudy",0.4,0.4091,0.87,0.1343,93,109,202,2011-04-10,11
"2296",2296,2011-04-10,2,0,"Apr",12,0,0,0,"Mist-Cloudy",0.42,0.4242,0.88,0.1343,94,136,230,2011-04-10,12
"2297",2297,2011-04-10,2,0,"Apr",13,0,0,0,"Clear-Few clouds",0.46,0.4545,0.82,0.1045,121,142,263,2011-04-10,13
"2298",2298,2011-04-10,2,0,"Apr",14,0,0,0,"Clear-Few clouds",0.5,0.4848,0.72,0.194,148,133,281,2011-04-10,14
"2299",2299,2011-04-10,2,0,"Apr",15,0,0,0,"Clear-Few clouds",0.5,0.4848,0.77,0.2239,156,141,297,2011-04-10,15
"2300",2300,2011-04-10,2,0,"Apr",16,0,0,0,"Mist-Cloudy",0.52,0.5,0.72,0.1642,135,153,288,2011-04-10,16
"2301",2301,2011-04-10,2,0,"Apr",17,0,0,0,"Mist-Cloudy",0.52,0.5,0.72,0.194,84,152,236,2011-04-10,17
"2302",2302,2011-04-10,2,0,"Apr",18,0,0,0,"Clear-Few clouds",0.5,0.4848,0.77,0.194,103,137,240,2011-04-10,18
"2303",2303,2011-04-10,2,0,"Apr",19,0,0,0,"Clear-Few clouds",0.5,0.4848,0.77,0.194,47,84,131,2011-04-10,19
"2304",2304,2011-04-10,2,0,"Apr",20,0,0,0,"Clear-Few clouds",0.46,0.4545,0.82,0.1343,21,71,92,2011-04-10,20
"2305",2305,2011-04-10,2,0,"Apr",21,0,0,0,"Clear-Few clouds",0.44,0.4394,0.88,0.194,18,77,95,2011-04-10,21
"2306",2306,2011-04-10,2,0,"Apr",22,0,0,0,"Clear-Few clouds",0.44,0.4394,0.94,0.2537,12,45,57,2011-04-10,22
"2307",2307,2011-04-10,2,0,"Apr",23,0,0,0,"Clear-Few clouds",0.46,0.4545,0.88,0.3582,5,27,32,2011-04-10,23
"2308",2308,2011-04-11,2,0,"Apr",0,0,1,1,"Clear-Few clouds",0.48,0.4697,0.88,0.3284,7,16,23,2011-04-11,0
"2309",2309,2011-04-11,2,0,"Apr",1,0,1,1,"Clear-Few clouds",0.46,0.4545,0.94,0.2836,1,3,4,2011-04-11,1
"2310",2310,2011-04-11,2,0,"Apr",2,0,1,1,"Clear-Few clouds",0.46,0.4545,0.94,0.2836,7,2,9,2011-04-11,2
"2311",2311,2011-04-11,2,0,"Apr",4,0,1,1,"Clear-Few clouds",0.46,0.4545,0.94,0.194,0,1,1,2011-04-11,4
"2312",2312,2011-04-11,2,0,"Apr",5,0,1,1,"Clear-Few clouds",0.46,0.4545,0.94,0.194,1,12,13,2011-04-11,5
"2313",2313,2011-04-11,2,0,"Apr",6,0,1,1,"Mist-Cloudy",0.46,0.4545,1,0.2239,2,59,61,2011-04-11,6
"2314",2314,2011-04-11,2,0,"Apr",7,0,1,1,"Mist-Cloudy",0.5,0.4848,0.88,0.2239,12,164,176,2011-04-11,7
"2315",2315,2011-04-11,2,0,"Apr",8,0,1,1,"Mist-Cloudy",0.52,0.5,0.88,0.2836,28,286,314,2011-04-11,8
"2316",2316,2011-04-11,2,0,"Apr",9,0,1,1,"Mist-Cloudy",0.56,0.5303,0.83,0.2836,33,132,165,2011-04-11,9
"2317",2317,2011-04-11,2,0,"Apr",10,0,1,1,"Mist-Cloudy",0.56,0.5303,0.83,0.2985,41,55,96,2011-04-11,10
"2318",2318,2011-04-11,2,0,"Apr",11,0,1,1,"Mist-Cloudy",0.6,0.5909,0.73,0.2985,45,59,104,2011-04-11,11
"2319",2319,2011-04-11,2,0,"Apr",12,0,1,1,"Mist-Cloudy",0.6,0.5909,0.73,0.3284,37,97,134,2011-04-11,12
"2320",2320,2011-04-11,2,0,"Apr",13,0,1,1,"Mist-Cloudy",0.64,0.6061,0.69,0.4179,62,77,139,2011-04-11,13
"2321",2321,2011-04-11,2,0,"Apr",14,0,1,1,"Mist-Cloudy",0.72,0.6667,0.54,0.3582,60,85,145,2011-04-11,14
"2322",2322,2011-04-11,2,0,"Apr",15,0,1,1,"Clear-Few clouds",0.74,0.6667,0.48,0.5224,56,85,141,2011-04-11,15
"2323",2323,2011-04-11,2,0,"Apr",16,0,1,1,"Clear-Few clouds",0.74,0.6667,0.48,0.5224,73,162,235,2011-04-11,16
"2324",2324,2011-04-11,2,0,"Apr",17,0,1,1,"Clear-Few clouds",0.74,0.6667,0.48,0.5224,100,352,452,2011-04-11,17
"2325",2325,2011-04-11,2,0,"Apr",18,0,1,1,"Clear-Few clouds",0.72,0.6667,0.51,0.3881,93,290,383,2011-04-11,18
"2326",2326,2011-04-11,2,0,"Apr",19,0,1,1,"Clear-Few clouds",0.72,0.6667,0.51,0.4478,73,211,284,2011-04-11,19
"2327",2327,2011-04-11,2,0,"Apr",20,0,1,1,"Clear-Few clouds",0.68,0.6364,0.57,0.5224,44,122,166,2011-04-11,20
"2328",2328,2011-04-11,2,0,"Apr",21,0,1,1,"Clear-Few clouds",0.66,0.6212,0.61,0.2537,39,119,158,2011-04-11,21
"2329",2329,2011-04-11,2,0,"Apr",22,0,1,1,"Mist-Cloudy",0.64,0.6212,0.5,0.2836,25,66,91,2011-04-11,22
"2330",2330,2011-04-11,2,0,"Apr",23,0,1,1,"Light Snow-Rain",0.58,0.5455,0.6,0,16,38,54,2011-04-11,23
"2331",2331,2011-04-12,2,0,"Apr",0,0,2,1,"Mist-Cloudy",0.62,0.6212,0.5,0.1045,11,13,24,2011-04-12,0
"2332",2332,2011-04-12,2,0,"Apr",1,0,2,1,"Mist-Cloudy",0.62,0.6212,0.5,0.0896,6,7,13,2011-04-12,1
"2333",2333,2011-04-12,2,0,"Apr",2,0,2,1,"Mist-Cloudy",0.6,0.6212,0.53,0.1343,7,7,14,2011-04-12,2
"2334",2334,2011-04-12,2,0,"Apr",3,0,2,1,"Mist-Cloudy",0.58,0.5455,0.56,0.1343,0,1,1,2011-04-12,3
"2335",2335,2011-04-12,2,0,"Apr",4,0,2,1,"Mist-Cloudy",0.56,0.5303,0.64,0.1343,4,2,6,2011-04-12,4
"2336",2336,2011-04-12,2,0,"Apr",5,0,2,1,"Mist-Cloudy",0.54,0.5152,0.68,0.1343,1,15,16,2011-04-12,5
"2337",2337,2011-04-12,2,0,"Apr",6,0,2,1,"Mist-Cloudy",0.54,0.5152,0.68,0.2836,3,55,58,2011-04-12,6
"2338",2338,2011-04-12,2,0,"Apr",7,0,2,1,"Mist-Cloudy",0.54,0.5152,0.68,0.2239,12,177,189,2011-04-12,7
"2339",2339,2011-04-12,2,0,"Apr",8,0,2,1,"Light Snow-Rain",0.48,0.4697,0.88,0.3881,15,211,226,2011-04-12,8
"2340",2340,2011-04-12,2,0,"Apr",9,0,2,1,"Light Snow-Rain",0.46,0.4545,0.94,0.4925,4,50,54,2011-04-12,9
"2341",2341,2011-04-12,2,0,"Apr",10,0,2,1,"Light Snow-Rain",0.5,0.4848,0.82,0.4179,6,34,40,2011-04-12,10
"2342",2342,2011-04-12,2,0,"Apr",11,0,2,1,"Clear-Few clouds",0.52,0.5,0.77,0.3582,11,38,49,2011-04-12,11
"2343",2343,2011-04-12,2,0,"Apr",12,0,2,1,"Mist-Cloudy",0.56,0.5303,0.64,0.4627,9,83,92,2011-04-12,12
"2344",2344,2011-04-12,2,0,"Apr",13,0,2,1,"Light Snow-Rain",0.54,0.5152,0.68,0.2836,22,84,106,2011-04-12,13
"2345",2345,2011-04-12,2,0,"Apr",14,0,2,1,"Mist-Cloudy",0.5,0.4848,0.82,0.2836,16,28,44,2011-04-12,14
"2346",2346,2011-04-12,2,0,"Apr",15,0,2,1,"Mist-Cloudy",0.48,0.4697,0.77,0.5224,24,54,78,2011-04-12,15
"2347",2347,2011-04-12,2,0,"Apr",16,0,2,1,"Mist-Cloudy",0.48,0.4697,0.77,0.3881,19,80,99,2011-04-12,16
"2348",2348,2011-04-12,2,0,"Apr",17,0,2,1,"Light Snow-Rain",0.44,0.4394,0.77,0.2239,29,262,291,2011-04-12,17
"2349",2349,2011-04-12,2,0,"Apr",18,0,2,1,"Light Snow-Rain",0.44,0.4394,0.77,0.2239,21,203,224,2011-04-12,18
"2350",2350,2011-04-12,2,0,"Apr",19,0,2,1,"Mist-Cloudy",0.42,0.4242,0.82,0.2836,3,127,130,2011-04-12,19
"2351",2351,2011-04-12,2,0,"Apr",20,0,2,1,"Mist-Cloudy",0.42,0.4242,0.82,0.2836,9,94,103,2011-04-12,20
"2352",2352,2011-04-12,2,0,"Apr",21,0,2,1,"Mist-Cloudy",0.42,0.4242,0.82,0.194,10,74,84,2011-04-12,21
"2353",2353,2011-04-12,2,0,"Apr",22,0,2,1,"Mist-Cloudy",0.4,0.4091,0.94,0.2985,7,47,54,2011-04-12,22
"2354",2354,2011-04-12,2,0,"Apr",23,0,2,1,"Mist-Cloudy",0.4,0.4091,0.94,0.2537,8,31,39,2011-04-12,23
"2355",2355,2011-04-13,2,0,"Apr",0,0,3,1,"Mist-Cloudy",0.4,0.4091,1,0.2985,3,12,15,2011-04-13,0
"2356",2356,2011-04-13,2,0,"Apr",1,0,3,1,"Mist-Cloudy",0.4,0.4091,1,0.2985,0,1,1,2011-04-13,1
"2357",2357,2011-04-13,2,0,"Apr",2,0,3,1,"Light Snow-Rain",0.4,0.4091,1,0.2985,0,2,2,2011-04-13,2
"2358",2358,2011-04-13,2,0,"Apr",3,0,3,1,"Light Snow-Rain",0.4,0.4091,0.94,0.3284,0,2,2,2011-04-13,3
"2359",2359,2011-04-13,2,0,"Apr",4,0,3,1,"Light Snow-Rain",0.4,0.4091,0.94,0.3284,1,2,3,2011-04-13,4
"2360",2360,2011-04-13,2,0,"Apr",5,0,3,1,"Light Snow-Rain",0.38,0.3939,0.94,0.2537,1,4,5,2011-04-13,5
